Benchmark;Dimensions;OffspringPopSize;GenerationsNumber;AllowQuadraticTerms;UseRedundantConstraintsRemoving;UseSeeding;UseDataNormalization;ConstraintsNumber;NonZeroTermsNumber;JaccardTrainingSet;JaccardTestSet;Precision;Recall;F1Score;MeanAngle;LastFitnessScore;NumberOfGenerationBestSolutionTakenFrom;TruePositives;FalsePositives;TrueNegatives;FalseNegatives;Accuracy;FallOut;FalseDiscoveryRate;FalseOmissionRate;MissRate;NegativePredictiveValue;Specificity
Balln;3;500;200;False;True;False;True;8;---;0,771947343733722;0,738996562166887;0,81006774389256;0,896748705397481;0,848604971411327;NaN;0,768991959530974;188;5861;1391;92074;674;0,979354666666667;0,0148813951297734;0,189932256107439;0,00722581483127968;0,103251294602519;0,992774185168721;0,985118604870226
Balln;3;500;200;False;True;True;False;8;---;0,755271490424415;0;0;NaN;NaN;NaN;0,752795566698628;187;0;7470;92530;0;0,925304666666667;0,0746953333333333;1;0;NaN;1;0,925304666666667
Balln;3;500;200;False;True;True;True;8;---;0,782634523992735;0;0;NaN;NaN;NaN;0,779292880950042;189;0;7477;92523;0;0,925226666666667;0,0747733333333333;1;0;NaN;1;0,925226666666667
Balln;3;500;200;True;True;False;False;7;---;0,812292586415731;0,834180263075204;0,876601198154212;0,944458282030892;0,908812666370116;NaN;0,810284435202572;184;6174;881;92582;363;0,987562;0,00942248588944728;0,123398801845788;0,00390548660610036;0,0555417179691084;0,9960945133939;0,990577514110553
Balln;3;500;200;True;True;False;True;1;---;0,844775861893993;0,00871433333333333;NaN;0,133333333333333;NaN;NaN;0,843586035592921;179;871;12462;81001;5666;0,818723666666667;0,133333333333333;NaN;NaN;0,866666666666667;NaN;0,866666666666667
Balln;3;500;200;True;True;True;False;7;---;0,81011806864031;0,830507919901339;0,871009335510757;0,946246687625172;0,906771374941896;NaN;0,808498773174138;191;6186;923;92539;351;0,987254666666667;0,00987912705176883;0,128990664489242;0,00377927401413738;0,0537533123748283;0,996220725985863;0,990120872948231
Balln;3;500;200;True;True;True;True;1;---;0,845393884408881;0,00651966666666667;NaN;0,1;NaN;NaN;0,844160797897112;165;652;9348;84115;5885;0,847667666666667;0,1;NaN;NaN;0,9;NaN;0,9
Balln;3;1000;100;False;True;False;False;8;---;0,750146669273172;0,713807262054212;0,780677521167956;0,893098523658268;0,832753476486908;NaN;0,747927564817109;93;5836;1647;91818;699;0,976545;0,0176201595015697;0,219322478832044;0,00754788913413927;0,106901476341732;0,992452110865861;0,98237984049843
Balln;3;1000;100;False;True;False;True;8;---;0,772041722061883;0,735762068212036;0,795452526561053;0,908032380608747;0,84762840485965;NaN;0,769312422051678;95;5934;1536;91929;601;0,978638;0,0164302026905971;0,204547473438946;0,00648745098048223;0,0919676193912527;0,993512549019517;0,983569797309403
Balln;3;1000;100;False;True;True;False;8;---;0,752006087156757;0;0;NaN;NaN;NaN;0,750293264203236;94;0;7483;92517;0;0,925172666666667;0,0748273333333334;1;0;NaN;1;0,925172666666667
Balln;3;1000;100;False;True;True;True;8;---;0,775122237196537;0;0;NaN;NaN;NaN;0,773346736586717;96;0;7359;92641;0;0,926406;0,073594;1;0;NaN;1;0,926406
Balln;3;1000;100;True;True;False;False;7;---;0,810889676787586;0,830123447781541;0,874504271593745;0,941518739132383;0,906121577793263;NaN;0,810375481975098;95;6155;904;92559;383;0,987137;0,00966882838685728;0,125495728406255;0,00411722051076936;0,0584812608676171;0,995882779489231;0,990331171613143
Balln;3;1000;100;True;True;False;True;1;---;0,84580009195487;0,008697;NaN;0,133333333333333;NaN;NaN;0,844735241873308;87;870;12562;80901;5667;0,817706666666667;0,134382565723888;NaN;NaN;0,866666666666667;NaN;0,865617434276112
Balln;3;1000;100;True;True;True;False;7;---;0,811142298124994;0,836726389534913;0,880885039822096;0,942848054465932;0,910606252320464;NaN;0,809999221113144;95;6164;839;92624;373;0,987880333333333;0,00897252949210968;0,119114960177904;0,00401386033044525;0,0571519455340674;0,995986139669555;0,991027470507891
Balln;3;1000;100;True;True;True;True;1;---;0,845469775604927;0,00364788544981198;NaN;0,0349240558292282;NaN;NaN;0,844378783881082;84;226;3132;90331;6312;0,905565666666667;0,0334823465662788;NaN;NaN;0,965075944170772;NaN;0,966517653433721
Balln;4;100;1000;False;True;False;False;6;---;0,0509101782845286;0,0227316075894862;0,0754017018874682;0,140070455473715;NaN;NaN;0;137;267;7286;90796;1650;0,910635333333334;0,0742802531211245;0,924598298112532;0,0176012093268336;0,859929544526285;0,982398790673166;0,925719746878875
Balln;4;100;1000;False;True;False;True;10;---;0,070069572491082;0,0252105536086251;0,0261886445476692;0,408262811398976;0,0491691620134732;NaN;0,00172885387632306;0;783;29116;68966;1135;0,697494;0,296857808448172;0,973811355452331;0,0161582563424135;0,591737188601024;0,983841743657587;0,703142191551828
Balln;4;100;1000;False;True;True;False;11;---;0,120591266550023;0;0;NaN;NaN;NaN;0;55;0;34491;65509;0;0,655089666666667;0,344910333333333;1;0;NaN;1;0,655089666666667
Balln;4;100;1000;False;True;True;True;12;---;0,115097340194725;0;0;NaN;NaN;NaN;0,00172885387632306;0;0;38791;61209;0;0,612090666666667;0,387909333333333;1;0;NaN;1;0,612090666666667
Balln;4;100;1000;True;True;False;False;7;---;0,065927633021042;0,0347638948812899;0,0714033381565481;0,175279454305821;NaN;NaN;0;266;334;7741;90336;1589;0,906703333333334;0,0789212545253011;0,928596661843452;0,0169465230787376;0,824720545694179;0,983053476921262;0,921078745474699
Balln;4;100;1000;True;True;False;True;0;---;0,167944087927105;0,0159020511659118;NaN;0,771377551020408;NaN;NaN;0,00170168383644982;27;1483;75394;22683;439;0,241665;0,768721602656367;NaN;NaN;0,228622448979592;NaN;0,231278397343633
Balln;4;100;1000;True;True;True;False;9;---;0,153655952274492;0,0574946712610974;0,061443574197742;0,60318013399594;0,108605708276709;NaN;0;55;1160;18993;79084;762;0,802443666666667;0,193654026191494;0,938556425802258;0,00944029232037272;0,39681986600406;0,990559707679627;0,806345973808506
Balln;4;100;1000;True;True;True;True;0;---;0,338687182226151;0,013451;NaN;0,7;NaN;NaN;0,00170168383644982;0;1345;68655;29422;578;0,307674;0,700001359739638;NaN;NaN;0,3;NaN;0,299998640260363
Balln;4;200;500;False;True;False;False;10;---;0,436450777196554;0,309605177027521;0,381569446899537;0,518054512014754;NaN;NaN;0,423578651201075;348;992;2353;95729;926;0,967207333333333;0,0239913153582503;0,618430553100463;0,00953015350290834;0,481945487985246;0,990469846497092;0,97600868464175
Balln;4;200;500;False;True;False;True;11;---;0,378765555927243;0,285126992272463;0,534960216388528;0,398678401023957;0,42952409679132;NaN;0,37792609373821;483;766;709;97374;1152;0,981392333333333;0,00722485652211758;0,465039783611472;0,0116600917620561;0,601321598976043;0,988339908237944;0,992775143477883
Balln;4;200;500;False;True;True;False;12;---;0,494273005956009;0;0;NaN;NaN;NaN;0,457536293655204;324;0;14037;85963;0;0,859626666666667;0,140373333333333;1;0;NaN;1;0,859626666666667
Balln;4;200;500;False;True;True;True;10;---;0,362358160210542;0;0;NaN;NaN;NaN;0,361136307320286;465;0;2699;97301;0;0,973011;0,026989;1;0;NaN;1;0,973011
Balln;4;200;500;True;True;False;False;12;---;0,733530025997247;0,516258374514273;0,569488721468548;0,821335832303499;0,66752238067068;NaN;0,730576922692299;472;1581;1252;96826;342;0,984063;0,0127635055003644;0,430511278531452;0,00351195747122325;0,178664167696501;0,996488042528777;0,987236494499636
Balln;4;200;500;True;True;False;True;1;---;0,709731218596195;0,005772;NaN;0,3;NaN;NaN;0,708810779427846;484;577;29513;68564;1345;0,691413;0,300922506715631;NaN;NaN;0,7;NaN;0,699077493284369
Balln;4;200;500;True;True;True;False;11;---;0,7294999848192;0,524071339434912;0,585235942025695;0,827269074474437;0,675147229989991;NaN;0,722286446433014;468;1591;1762;96315;332;0,979064333333333;0,0179606605402161;0,414764057974305;0,00346763441226504;0,172730925525563;0,996532365587735;0,982039339459784
Balln;4;200;500;True;True;True;True;1;---;0,686332749483959;0,00760433333333333;NaN;0,4;NaN;NaN;0,682074967002458;474;760;39330;58747;1162;0,595077666666667;0,400922506715631;NaN;NaN;0,6;NaN;0,599077493284369
Balln;4;500;200;False;True;False;False;12;---;0,70141930445078;0,489384594079135;0,53733196699331;0,794798670021098;NaN;NaN;0,700047451900687;184;1520;1265;96817;398;0,983372333333333;0,0128991114202384;0,46266803300669;0,00407615024424052;0,205201329978902;0,995923849755759;0,987100888579762
Balln;4;500;200;False;True;False;True;12;---;0,519350393380781;0,387139835775841;0,601776648267154;0,533706482446497;0,548910262563056;NaN;0,518695236850868;196;1023;672;97410;894;0,984333666666667;0,00685417384261772;0,398223351732846;0,00907443754296794;0,466293517553503;0,990925562457032;0,993145826157382
Balln;4;500;200;False;True;True;False;11;---;0,694819602569812;0;0;NaN;NaN;NaN;0,685937671536371;181;0;5376;94624;0;0,946244333333333;0,0537556666666667;1;0;NaN;1;0,946244333333333
Balln;4;500;200;False;True;True;True;12;---;0,558429660495029;0;0;NaN;NaN;NaN;0,557730377023271;197;0;1874;98126;0;0,981262666666667;0,0187373333333333;1;0;NaN;1;0,981262666666667
Balln;4;500;200;True;True;False;False;12;---;0,820712494733658;0,608982502437306;0,658357783220073;0,890995063619491;0,755790351603852;NaN;0,819654275019858;196;1713;910;97167;209;0,988805;0,00927950341745342;0,341642216779927;0,00215033958804518;0,109004936380509;0,997849660411955;0,990720496582547
Balln;4;500;200;True;True;False;True;0;---;0,869110595204002;0,0108643333333333;NaN;0,566666666666667;NaN;NaN;0,868413557527032;194;1086;55580;42497;836;0,435835333333333;0,566666666666667;NaN;NaN;0,433333333333333;NaN;0,433333333333333
Balln;4;500;200;True;True;True;False;12;---;0,816309029576672;0,603146960423254;0,648981346819323;0,895100289689935;0,751953600091091;NaN;0,815362769815717;195;1721;937;97140;202;0,988612666666667;0,00955408497344717;0,351018653180676;0,00207202815698876;0,104899710310065;0,997927971843011;0,990445915026553
Balln;4;500;200;True;True;True;True;1;---;0,837515144703141;0,007076;NaN;0,366666666666667;NaN;NaN;0,836956708131042;194;708;36014;62063;1215;0,627706666666667;0,367229403689054;NaN;NaN;0,633333333333333;NaN;0,632770596310946
Balln;4;1000;100;False;True;False;False;12;---;0,739703839822434;0,522639387049981;0,572976771002059;0,831585698754398;NaN;NaN;0,738579598321452;94;1596;1181;96901;322;0,984963333333333;0,0120458196926224;0,427023228997941;0,00331090293999733;0,168414301245602;0,996689097060003;0,987954180307378
Balln;4;1000;100;False;True;False;True;11;---;0,57029464650553;0,423707152768815;0,59248668045445;0,614833573016484;0,58739620415127;NaN;0,569381195533019;97;1181;815;97267;737;0,984478;0,00831406738424787;0,40751331954555;0,00749090213943438;0,385166426983516;0,992509097860566;0,991685932615752
Balln;4;1000;100;False;True;True;False;12;---;0,762633346797916;0;0;NaN;NaN;NaN;0,760624660113888;97;0;2794;97206;0;0,972061;0,027939;1;0;NaN;1;0,972061
Balln;4;1000;100;False;True;True;True;12;---;0,568026458135422;0;0;NaN;NaN;NaN;0,567123026526725;96;0;1931;98069;0;0,980687333333334;0,0193126666666667;1;0;NaN;1;0,980687333333334
Balln;4;1000;100;True;True;False;False;11;---;0,816024318637465;0,614401998688864;0,655505607130315;0,908200043070156;0,760784051763282;NaN;0,814104763377921;97;1746;923;97154;177;0,989006;0,00940958567708616;0,344494392869685;0,00181308326195405;0,0917999569298439;0,998186916738046;0,990590414322914
Balln;4;1000;100;True;True;False;True;1;---;0,819647037619968;0,00635533333333333;NaN;0,333333333333333;NaN;NaN;0,819224308958329;98;636;32708;65369;1287;0,660046;0,33344003588468;NaN;NaN;0,666666666666667;NaN;0,66655996411532
Balln;4;1000;100;True;True;True;False;11;---;0,814972584414705;0,600709992186998;0,642281238791905;0,90397216853174;0,74987336092365;NaN;0,81371850153453;96;1738;982;97096;185;0,988335666666667;0,0100109150729588;0,357718761208095;0,00189710833002817;0,0960278314682598;0,998102891669972;0,989989084927041
Balln;4;1000;100;True;True;True;True;0;---;0,790878469624911;0,010279;NaN;0,533333333333333;NaN;NaN;0,790335856634965;98;1028;52305;45772;895;0,467998;0,533333333333333;NaN;NaN;0,466666666666667;NaN;0,466666666666667
Balln;5;100;1000;False;True;False;False;9;---;0,00070323488045007;0,000140716828077146;0,000160984848484848;0,00108142493638677;NaN;NaN;0;2;1;376;99106;518;0,991068;0,00377631813846312;0,999839015151515;0,00519496864596771;0,998918575063613;0,994805031354032;0,996223681861537
Balln;5;100;1000;False;True;False;True;15;---;0,049307653400971;0,00733988995817787;0,00743598386364467;0,363887528821919;0,0145713216977568;NaN;0;0;189;25190;74292;330;0,744804666666667;0,253212170550679;0,992564016136356;0,00441505235057358;0,636112471178081;0,995584947649427;0,746787829449321
Balln;5;100;1000;False;True;True;False;18;---;0,0849288150620656;0;0;NaN;NaN;NaN;0;0;0;32590;67410;0;0,674105;0,325895;1;0;NaN;1;0,674105
